z,charge,chargesum
0.000000000000000000e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.039139980729185175e-02,-0.000000000000000000e+00,1.477802860109908491e-04
1.407827996145837035e-01,-0.000000000000000000e+00,1.477802860109908491e-04
2.111741994218755691e-01,-0.000000000000000000e+00,1.477802860109908491e-04
2.815655992291674070e-01,-0.000000000000000000e+00,1.477802860109908491e-04
3.519569990364592726e-01,-0.000000000000000000e+00,1.477802860109908491e-04
4.223483988437511383e-01,-0.000000000000000000e+00,1.477802860109908491e-04
4.927397986510430039e-01,-0.000000000000000000e+00,1.477802860109908491e-04
5.631311984583348140e-01,-0.000000000000000000e+00,1.477802860109908491e-04
6.335225982656267352e-01,-0.000000000000000000e+00,1.477802860109908491e-04
7.039139980729185453e-01,-0.000000000000000000e+00,1.477802860109908491e-04
7.743053978802103554e-01,-0.000000000000000000e+00,1.477802860109908491e-04
8.446967976875022766e-01,-0.000000000000000000e+00,1.477802860109908491e-04
9.150881974947941977e-01,-0.000000000000000000e+00,1.477802860109908491e-04
9.854795973020860078e-01,-0.000000000000000000e+00,1.477802860109908491e-04
1.055870997109377818e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.126262396916669628e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.196653796723961660e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.267045196531253470e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.337436596338545280e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.407827996145837091e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.478219395953129123e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.548610795760420711e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.619002195567712521e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.689393595375004553e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.759784995182296363e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.830176394989588395e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.900567794796879983e+00,-0.000000000000000000e+00,1.477802860109908491e-04
1.970959194604172016e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.041350594411464048e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.111741994218755636e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.182133394026047668e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.252524793833339256e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.322916193640631288e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.393307593447923320e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.463698993255214909e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.534090393062506941e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.604481792869798529e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.674873192677090561e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.745264592484382593e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.815655992291674181e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.886047392098965769e+00,-0.000000000000000000e+00,1.477802860109908491e-04
2.956438791906258245e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.026830191713549834e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.097221591520841422e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.167612991328133454e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.238004391135425042e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.308395790942717518e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.378787190750009106e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.449178590557300694e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.519569990364592726e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.589961390171884759e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.660352789979176791e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.730744189786468379e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.801135589593759967e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.871526989401052443e+00,-0.000000000000000000e+00,1.477802860109908491e-04
3.941918389208344031e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.012309789015635175e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.082701188822928096e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.153092588630219240e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.223483988437511272e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.293875388244803304e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.364266788052095336e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.434658187859386480e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.505049587666678512e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.575440987473970544e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.645832387281262577e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.716223787088554609e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.786615186895846641e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.857006586703137785e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.927397986510429817e+00,-0.000000000000000000e+00,1.477802860109908491e-04
4.997789386317721849e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.068180786125013881e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.138572185932305025e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.208963585739597058e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.279354985546889978e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.349746385354181122e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.420137785161473154e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.490529184968765186e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.560920584776056330e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.631311984583348362e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.701703384390640394e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.772094784197931538e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.842486184005223571e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.912877583812516491e+00,-0.000000000000000000e+00,1.477802860109908491e-04
5.983268983619807635e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.053660383427099667e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.124051783234391699e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.194443183041682843e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.264834582848974875e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.335225982656266908e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.405617382463558940e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.476008782270850084e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.546400182078143004e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.616791581885435036e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.687182981692726180e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.757574381500018212e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.827965781307310245e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.898357181114601389e+00,-0.000000000000000000e+00,1.477802860109908491e-04
6.968748580921893421e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.039139980729185453e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.109531380536477485e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.179922780343769517e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.250314180151061549e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.320705579958353582e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.391096979765644726e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.461488379572936758e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.531879779380228790e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.602271179187519934e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.672662578994811966e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.743053978802104886e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.813445378609396030e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.883836778416688063e+00,-0.000000000000000000e+00,1.477802860109908491e-04
7.954228178223980095e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.024619578031270350e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.095010977838564159e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.165402377645856191e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.235793777453146447e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.306185177260438479e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.376576577067730511e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.446967976875022543e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.517359376682314576e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.587750776489606608e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.658142176296898640e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.728533576104190672e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.798924975911480928e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.869316375718772960e+00,-0.000000000000000000e+00,1.477802860109908491e-04
8.939707775526064992e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.010099175333357024e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.080490575140649057e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.150881974947941089e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.221273374755234897e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.291664774562525153e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.362056174369817185e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.432447574177109217e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.502838973984401250e+00,-0.000000000000000000e+00,1.477802860109908491e-04
9.573230373791693282e+00,-0.000000000000000000e+00,1.477802860109908491e-04
